BASE_YM,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,BRDCST_TY_NM,GENRE_LCLAS_NM,GENRE_MLSFC_NM,HLDY_AT,AVRG_WTCHNG_CO,AVRG_WTCHNG_TIME_CO,DAWN_AVRG_WTCHNG_TIME_CO,AM_AVRG_WTCHNG_TIME_CO,PM_AVRG_WTCHNG_TIME_CO,EVENING_AVRG_WTCHNG_TIME_CO,AVRG_VOD_PRCHS_PRICE
202011,경기,양평군,양서면,LINEAR_TV,TV 애니메이션,SF/메카,Y,3,20,,12,19,,
202011,광주,북구,우산동,LINEAR_TV,다큐,동물,N,3,14,12,8,11,10,
202011,서울,강서구,우장산동,LINEAR_TV,홈쇼핑,인테리어,Y,2,2,2,1,1,2,
202011,부산,사하구,괴정2동,LINEAR_TV,홈쇼핑,침구,Y,2,4,7,2,4,2,
202011,전남,목포시,용해동,LINEAR_TV,키즈(어린이),학습,N,10,78,17,81,25,43,
202011,경남,밀양시,하남읍,VOD,영화,스릴러,Y,7,237,104,168,45,587,
202011,경기,안양시 동안구,달안동,VOD,영화,코미디,Y,2,109,53,145,86,81,
202011,경기,광명시,하안2동,LINEAR_TV,정보,부동산/재테크,Y,2,5,10,6,5,2,
202011,경기,화성시,동탄1동,VOD,애니,시리즈,N,16,248,291,114,125,168,
202011,서울,송파구,방이2동,LINEAR_TV,홈쇼핑,여행,N,2,4,5,,2,3,
202011,서울,송파구,잠실본동,LINEAR_TV,라이프,미용/패션,Y,3,7,12,7,2,3,
202011,경북,울진군,북면,LINEAR_TV,TV 드라마,기타,Y,7,66,20,16,24,55,
202011,충북,청주시 흥덕구,모충동,LINEAR_TV,시사/교양,기타,Y,37,358,45,171,136,66,
202011,부산,해운대구,반송2동,LINEAR_TV,교육,교육,N,3,20,23,14,9,10,
202011,부산,북구,화명2동,LINEAR_TV,스포츠,낚시,N,7,27,12,17,10,25,
202011,경기,시흥시,정왕3동,VOD,키즈,노래 율동,Y,7,100,,130,69,1,
202011,전북,김제시,교월동,LINEAR_TV,스포츠,농구,Y,7,30,1,1,32,18,
202011,충북,청주시 서원구,분평동,LINEAR_TV,라이프,요리,N,2,13,12,15,7,3,
202011,경남,창원시 마산합포구,구산면,LINEAR_TV,홈쇼핑,식품,Y,7,13,3,11,8,3,
202011,전북,무주군,설천면,LINEAR_TV,영화,드라마,Y,12,105,89,70,34,15,
202011,부산,부산진구,연지동,LINEAR_TV,홈쇼핑,종합,N,6,13,16,7,4,3,
202011,서울,송파구,잠실6동,LINEAR_TV,공연/음악,클래식,Y,3,19,12,18,7,15,
202011,경북,구미시,산동면,LINEAR_TV,홈쇼핑,가구,N,2,3,2,3,2,3,
202011,광주,북구,중흥1동,LINEAR_TV,게임,오락,N,3,22,13,8,24,12,
202011,울산,울주군,삼남읍,LINEAR_TV,스포츠,농구,N,6,40,13,16,11,42,
202011,경기,화성시,동탄4동,LINEAR_TV,iTV등 기타,기타,Y,11,138,57,102,75,82,
